업소명,업종,업태,도로명주소
구이마당,일반음식점,한식,강원특별자치도 원주시 남원로527번길 64(명륜동)
구주단계점,일반음식점,한식,강원특별자치도 원주시 천사로 22(1층 101호 단계동)
구학가든,일반음식점,한식,강원특별자치도 원주시 신림면 구학리 360-2 1층
구학닭갈비,일반음식점,한식,강원특별자치도 원주시 우산로 40(우산동)
국가대표족발플러스,일반음식점,한식,강원특별자치도 원주시 문막읍 건등로 20-11(1층)
국민삼겹살단계점,일반음식점,한식,강원특별자치도 원주시 금불3길 6(단계동)
국민삼겹살태장점,일반음식점,한식,강원특별자치도 원주시 흥양로 28(1층 태장동)
국밥생각,일반음식점,한식,강원특별자치도 원주시 양지로 16(지하1층 B02호 반곡동)
국밥의대가,일반음식점,한식,강원특별자치도 원주시 남원로527번길 82-17(1층 명륜동)
국사랑우산점,일반음식점,한식,강원특별자치도 원주시 모란1길 69(지상1층 101호 우산동)
국수나무 원주단구점,일반음식점,한식,강원특별자치도 원주시 서원대로 396(1층 122호 단구동)
국수나무원주혁신도시점,일반음식점,한식,강원특별자치도 원주시 혁신로 35(1층 107호 반곡동)
국수마을,일반음식점,한식,강원특별자치도 원주시 상지대길 40(우산동)
국수몬,일반음식점,한식,강원특별자치도 원주시 행구로 91(봉산동)
국수와곰탕,일반음식점,한식,강원특별자치도 원주시 문막읍 큰애니길 2-1
국수장이중앙점,일반음식점,분식,강원특별자치도 원주시 원일로 132(지상1층 중앙동)
국수집,일반음식점,분식,강원특별자치도 원주시 문막읍 건등로 16-17
국시사랑,일반음식점,한식,강원특별자치도 원주시 소초면 황골로 219-7
국진,일반음식점,한식,강원특별자치도 원주시 남원로469번길 2-20(명륜동)
국풍,일반음식점,한식,강원특별자치도 원주시 옛시청길 1-12(일산동)
굴뚝,일반음식점,분식,"강원특별자치도 원주시 중앙시장길 11(중앙동,자유시장 지층 31부럭5호)"
굴뚝,일반음식점,한식,강원특별자치도 원주시 신림면 다리실1길 12
궁중누룽지백숙,일반음식점,한식,강원특별자치도 원주시 판부면 치악로 966
귀래고향맛칼국수,일반음식점,한식,강원특별자치도 원주시 흥업면 흥업밤골길 10(1층)
귀래순대국,일반음식점,한식,강원특별자치도 원주시 귀래면 너더리길 2(1층)
귀래식당,일반음식점,한식,강원특별자치도 원주시 귀래면 북원로 122(1층)
귀래칼국수,일반음식점,한식,강원특별자치도 원주시 귀래면 북원로 101(1층)
귀복식당,일반음식점,한식,강원특별자치도 원주시 귀래면 북원로 93
귀한족발무실단계점,일반음식점,한식,강원특별자치도 원주시 장미공원길 71-10(1층 단계동)
귀한족발원주봉산점,일반음식점,한식,강원특별자치도 원주시 삼광2길 16(봉산동)
규리식당,일반음식점,한식,강원특별자치도 원주시 흥업면 남원로 48
그놈포차,일반음식점,한식,강원특별자치도 원주시 토지길 43(1층 단구동)
그늘집,일반음식점,한식,강원특별자치도 원주시 단구로 354-23(2층 단구동)
그때계절집,일반음식점,한식,강원특별자치도 원주시 지정면 신지정로 192(204호)
그라미,일반음식점,한식,강원특별자치도 원주시 장미공원길 25-13(1층 단계동)
그라미원주기업도시점,일반음식점,한식,강원특별자치도 원주시 지정면 신지정로 322-1(121호)
그래도숯불도시락,일반음식점,한식,강원특별자치도 원주시 남원로527번길 8-34(1층 명륜동)
그로브(야시장),일반음식점,한식,강원특별자치도 원주시 우산초교길 20-3(우산천골목형상점가일원 우산동)
그루터기,일반음식점,한식,강원특별자치도 원주시 신림면 송계로 363(1층)
그릭몬스터,일반음식점,한식,강원특별자치도 원주시 평원초교길 32-2(1층 단계동)
그린가든,일반음식점,한식,강원특별자치도 원주시 판부면 치악로 557
그린식당,일반음식점,한식,강원특별자치도 원주시 흥업면 매남동길 2
그린캠프,일반음식점,한식,강원특별자치도 원주시 소초면 구룡사로 143
그물과물고기,일반음식점,한식,강원특별자치도 원주시 지정면 원양2로 14(1층)
그집가자,일반음식점,한식,강원특별자치도 원주시 송림길 34-25(개운동)
그집쭈꾸미,일반음식점,한식,강원특별자치도 원주시 영랑길 16(1층 행구동)
그집찌개촌,일반음식점,한식,강원특별자치도 원주시 치악로 1626-1(단구동)
금갑한우,일반음식점,한식,"강원특별자치도 원주시 중앙시장길 6(중앙시장 다동 1층 2, 16호 중앙동)"
금강산,일반음식점,한식,강원특별자치도 원주시 지정면 소금산길 21(1층)
금강산막국수,일반음식점,한식,강원특별자치도 원주시 이화3길 28-2(단계동)
금강수다미인,일반음식점,분식,강원특별자치도 원주시 금불1길 22-10(1층 단계동)
금년통마리동태탕,일반음식점,한식,강원특별자치도 원주시 섬밭들1길 12-4(무실동)
금대리별장,일반음식점,한식,강원특별자치도 원주시 판부면 금대리 38-6
금대반점,일반음식점,한식,강원특별자치도 원주시 판부면 치악로 1077(외1필지)
금대집,일반음식점,한식,강원특별자치도 원주시 판부면 영원산성길 1
금대짬뽕,일반음식점,한식,강원특별자치도 원주시 판부면 치악로 689-12(1층)
금두꺼비,일반음식점,한식,강원특별자치도 원주시 치악로 1790-2(1층 개운동)
금마정,일반음식점,한식,강원특별자치도 원주시 행구로 10(개운동)
금매달족발보쌈,일반음식점,한식,강원특별자치도 원주시 토지길 31-33(1층 단구동)
금복이네,일반음식점,한식,강원특별자치도 원주시 소초면 치악로 2459(1층)
금복주,일반음식점,한식,강원특별자치도 원주시 개운로 64(가동 개운동)
금석,일반음식점,한식,"강원특별자치도 원주시 치악로 1803(지상1층 16호 명륜동, 남부시장)"
금성식당(본점),일반음식점,한식,"강원특별자치도 원주시 중앙로 28(인동,1층)"
금수강산,일반음식점,한식,강원특별자치도 원주시 지정면 조엄로 393(114동 203호 원주기업도시 유보라 아이비파크 1단지)
금시초멘,일반음식점,한식,"강원특별자치도 원주시 갈머리2길 10-7(일산동,1층)"
금자시대,일반음식점,한식,"강원특별자치도 원주시 건강로 17-2(1층 반곡동, 103호)"
금정식당,일반음식점,한식,강원특별자치도 원주시 흥업면 남원로 53
기막힌밥상명륜단구점,일반음식점,한식,강원특별자치도 원주시 남원로 657-2(1층 명륜동)
기쁨이네돈가스,일반음식점,한식,강원특별자치도 원주시 웅비3길 5(1층 반곡동)
기업도시느티나무집,일반음식점,한식,강원특별자치도 원주시 지정면 신지정로 212(2층 203호)
기영이 숯불두마리치킨 원주태장점,일반음식점,한식,강원특별자치도 원주시 북원로2704번길 53-3(태장동)
기영이숯불두마리치킨원주무실점,일반음식점,한식,강원특별자치도 원주시 능라동길 61(1층 116호 무실동)
기영이숯불두마리치킨원주문막점,일반음식점,한식,강원특별자치도 원주시 문막읍 건등로 10-7(1층)
기와뜰,일반음식점,한식,강원특별자치도 원주시 현석길 56(봉산동)
기와집,일반음식점,한식,강원특별자치도 원주시 흥업면 북원로 1507-8
기와집보신탕,일반음식점,한식,강원특별자치도 원주시 흥업면 사제로 50-3
기호네돌김치찌개,일반음식점,한식,강원특별자치도 원주시 소초면 북원로 3163(1층)
길,일반음식점,한식,강원특별자치도 원주시 문막읍 왕건로 9(3층)
길리,일반음식점,한식,강원특별자치도 원주시 만대공원길 48-2(지상1층 무실동)
길모퉁이단구점,일반음식점,한식,강원특별자치도 원주시 치악로 1626-8(1층 단구동)
길목다방,일반음식점,한식,강원특별자치도 원주시 단관길 53-4(1층 단구동)
길목숯불고깃집,일반음식점,한식,강원특별자치도 원주시 현충로314번길 33(1층 태장동)
길성이백숙,일반음식점,한식,강원특별자치도 원주시 고문골길 13(행구동)
김가네,일반음식점,한식,강원특별자치도 원주시 우산초교길 20-3(우산동)
김가네김밥원주법원점,일반음식점,분식,"강원특별자치도 원주시 능라동길 61(지상1층 108호 무실동, 정한타워)"
김가네김치찌개,일반음식점,한식,강원특별자치도 원주시 이화6길 22(1층 단계동)
김가네보리밥전문점,일반음식점,한식,강원특별자치도 원주시 흥업면 북원로 1507-2(지상2층)
김가네소머리국밥,일반음식점,한식,강원특별자치도 원주시 감영길 75(1층 평원동)
김가네시골밥상,일반음식점,한식,강원특별자치도 원주시 자유시장길 12-1(1층 중앙동)
김가네식당,일반음식점,한식,강원특별자치도 원주시 흥업면 사제로 483
김가네원주추어탕,일반음식점,한식,"강원특별자치도 원주시 단관공원길 90-3(단구동, 1층)"
김밥나라(도영점),일반음식점,분식,강원특별자치도 원주시 예술관길 14(명륜동)
김밥만먹고가게,일반음식점,분식,강원특별자치도 원주시 문막읍 건등로 38(1층)
김밥사랑(단계점),일반음식점,한식,강원특별자치도 원주시 단계동 148-5
김밥엔국수,일반음식점,분식,"강원특별자치도 원주시 원문로 176(상가동 104호 단계동, 현대아파트)"
김밥이랑찌개랑,일반음식점,한식,강원특별자치도 원주시 건강로 25(2층 205호 반곡동)
김밥장인,일반음식점,한식,강원특별자치도 원주시 나비허리길 146(1층 관설동)
김밥조아,일반음식점,분식,강원특별자치도 원주시 미래로 37(1층 105호 반곡동)
김밥천국24,일반음식점,한식,강원특별자치도 원주시 문막읍 원문로 1622(1층)
김밥친구(명륜점),일반음식점,분식,강원특별자치도 원주시 남원로 595-1(1층 명륜동)
김밥하우스,일반음식점,분식,"강원특별자치도 원주시 시청로 94(무실동,보네르빌딩 102호)"
김복남맥주(태장점),일반음식점,한식,강원특별자치도 원주시 북원로2704번길 51(1층 태장동)
김부장의골목식당,일반음식점,한식,강원특별자치도 원주시 무실로12번길 15-26(일산동)
김삼순 풍천장어,일반음식점,한식,"강원특별자치도 원주시 토지길 33(단구동,101호)"
김삿갓,일반음식점,한식,강원특별자치도 원주시 지정면 간현로 191
김석규족발보쌈막국수,일반음식점,한식,강원특별자치도 원주시 라옹정길 24-2(지상1층 관설동)
김숙영의한식곳간,일반음식점,한식,강원특별자치도 원주시 판부면 매봉길 10-12(1층)
김순봉설렁탕,일반음식점,한식,강원특별자치도 원주시 소초면 치악로 2476(1층)
김쉐프의망고,일반음식점,한식,강원특별자치도 원주시 우산로 56(2층 우산동)
김쉐프의오땡포차,일반음식점,한식,강원특별자치도 원주시 상지대길 35(1층 우산동)
김여사삼시세끼1호점,일반음식점,한식,"강원특별자치도 원주시 흥양로51번길 40(상가동 101호 태장동, 이안원주어반파크아파트)"
김영순소머리국밥,일반음식점,한식,강원특별자치도 원주시 문막읍 귀문로 1280(1층)
김옥열할매촌,일반음식점,한식,강원특별자치도 원주시 금불1길 6-4(1층 단계동)
김중사떡볶이본점,일반음식점,분식,강원특별자치도 원주시 문막읍 건등로 52(1층)
김치뚝딱,일반음식점,한식,강원특별자치도 원주시 섬밭들1길 26(무실동)
김치뽀그리 찜,일반음식점,한식,강원특별자치도 원주시 단사정길 57(단구동)
김형제고기의철학원주기업도시점,일반음식점,한식,강원특별자치도 원주시 지정면 신지정로 175(1층)
